host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,price,Host_response_time,Host_reponse_rate,Host_acceptance_rate,Host_is_superhost,Host_identity_verified,Instant_bookable
within an hour,100%,99%,t,Roxbury,t,42.3297,-71.09593,Other,Entire home/apt,2,1.0,1.0,0.0,3,30,22,1,4.86,4.82,4.8,4.9,4.92,4.45,4.67,STR-490093,f,$149.00,Fast,1.0,0.99,True,True,False
within an hour,100%,99%,t,Roxbury,t,42.33046,-71.09397,Apartment,Entire home/apt,4,1.0,1.0,2.0,3,60,17,0,4.92,4.95,4.83,4.93,4.93,4.8,4.59,STR-491702,f,$179.00,Fast,1.0,0.99,True,True,False
within an hour,100%,100%,t,D Street / West Broadway,t,42.33620071,-71.05067444,Other,Private room,4,1.0,1.0,2.0,1,14,71,7,5.0,4.98,4.99,4.97,5.0,4.97,4.93,STR-448147,f,$221.00,Fast,1.0,1.0,True,True,False
within an hour,94%,52%,f,Beacon Hill,t,42.35827,-71.06892,Other,Entire home/apt,3,1.0,1.0,2.0,29,1125,2,1,4.0,4.2,4.0,3.8,4.0,4.2,4.2,,f,$249.00,Fast,0.94,0.52,False,True,False
within an hour,94%,52%,f,Beacon Hill,t,42.35755,-71.07097,Other,Entire home/apt,3,1.0,1.0,2.0,29,1125,0,0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,,f,$299.00,Fast,0.94,0.52,False,True,False
within an hour,100%,100%,t,Roxbury,t,42.31649,-71.09199,Other,Private room,1,1.0,1.0,1.0,30,365,0,0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,,f,$54.00,Fast,1.0,1.0,True,True,False
within an hour,100%,98%,t,St. Elizabeth's,t,42.34629,-71.1602,Other,Private room,2,1.0,1.0,1.0,2,30,35,3,5.0,4.98,4.98,4.96,4.98,4.89,4.89,STR-545203,f,$125.00,Fast,1.0,0.98,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.29065,-71.06361,Other,Private room,6,2.0,2.0,3.0,1,14,3,0,4.41,4.59,4.77,4.86,4.77,4.41,4.45,STR-453623,f,$229.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.29107,-71.06189,Other,Entire home/apt,10,1.0,4.0,1.0,1,30,2,0,4.75,4.83,4.86,4.94,4.94,4.58,4.67,STR-453623,f,$35.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.29049,-71.06138,Other,Private room,4,2.0,1.0,2.0,1,14,14,2,4.74,4.79,4.87,4.76,4.76,4.47,4.68,STR-453623,f,$149.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.29037,-71.06367,Other,Private room,2,2.0,1.0,1.0,1,14,1,0,5.0,4.89,4.89,4.89,5.0,4.89,5.0,STR-453623,f,$119.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.28918,-71.06166,Other,Private room,2,1.0,1.0,1.0,1,14,8,1,4.71,4.81,4.71,4.9,4.81,4.62,4.52,STR-453623,f,$119.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.29063,-71.06357,Other,Private room,2,2.0,1.0,1.0,1,14,5,1,4.77,4.85,4.88,4.92,4.92,4.69,4.65,STR-453623,f,$119.00,Fast,1.0,1.0,True,True,False
within an hour,100%,97%,t,South Boston,t,42.33483,-71.04502,Apartment,Entire home/apt,4,2.0,2.0,2.0,2,27,33,6,4.99,4.96,4.97,4.97,4.97,4.86,4.73,STR-544845,f,$490.00,Fast,1.0,0.97,True,True,False
within an hour,100%,97%,t,South Boston,t,42.33701,-71.04517,Other,Entire home/apt,4,1.0,2.0,2.0,2,28,23,5,4.9,4.9,4.98,4.88,4.92,4.97,4.81,STR-544845,f,$313.00,Fast,1.0,0.97,True,True,False
within an hour,100%,97%,t,South Boston,t,42.33655,-71.04533,Apartment,Entire home/apt,8,3.0,4.0,4.0,2,27,15,2,4.96,4.98,4.98,4.93,4.96,4.91,4.85,STR-544845,f,"$1,132.00",Fast,1.0,0.97,True,True,False
within an hour,100%,100%,f,Fenway–Kenmore,t,42.35141,-71.06564,Apartment,Entire home/apt,2,1.0,1.0,1.0,30,365,54,2,4.76,4.88,4.81,4.93,4.97,4.73,4.62,STR-451332,f,$210.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Downtown,t,42.35397,-71.05949,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,180,29,2,4.74,4.74,4.72,4.89,4.88,4.78,4.55,STR-489682,f,$196.00,Fast,1.0,1.0,False,True,False
within a few hours,100%,99%,t,East Boston,t,42.37533,-71.03139,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,30,63,7,4.95,4.93,4.96,4.94,4.81,4.77,4.84,STR-544884,f,$150.00,Fast,1.0,0.99,True,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33422,-71.10495,Other,Entire home/apt,2,1.0,0.0,1.0,2,27,43,1,4.75,4.83,4.84,4.89,4.83,4.79,4.45,STR-545176,f,$167.00,Fast,0.99,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33207,-71.10713,Other,Entire home/apt,2,1.0,0.0,1.0,2,27,35,3,4.56,4.5,4.58,4.94,4.77,4.64,4.4,STR-545176,f,$151.00,Fast,0.99,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33248,-71.10711,Other,Entire home/apt,2,1.0,0.0,1.0,2,27,25,0,4.54,4.61,4.58,4.89,4.92,4.7,4.51,STR-545176,f,$191.00,Fast,0.99,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33208,-71.10628,Other,Entire home/apt,2,1.0,0.0,1.0,2,27,32,2,4.75,4.82,4.81,4.99,4.81,4.83,4.48,STR-545176,f,$169.00,Fast,0.99,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33194,-71.10633,Other,Entire home/apt,2,1.0,0.0,1.0,2,27,39,2,4.61,4.79,4.7,4.89,4.9,4.74,4.4,STR-545178,f,$149.00,Fast,0.99,1.0,False,True,False
within an hour,100%,100%,f,Jamaica Plain,t,42.33062,-71.11341,Apartment,Entire home/apt,3,1.0,2.0,2.0,3,365,24,2,5.0,4.98,4.95,5.0,5.0,4.86,4.84,Exempt: This listing is a unit that has contracts with hospitals,t,$151.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Brighton,t,42.35204,-71.14908,Other,Private room,2,1.0,1.0,1.0,29,29,0,0,5.0,5.0,5.0,4.88,4.88,5.0,4.88,STR-443965,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,67%,100%,f,Allston,t,42.35636,-71.13799,Apartment,Entire home/apt,6,1.0,3.0,0.0,3,16,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-444227,t,$319.00,Fast,0.67,1.0,False,True,True
within a few hours,100%,59%,t,Roxbury,t,42.31932786,-71.09013211,Other,Private room,1,1.5,1.0,1.0,29,1125,2,0,5.0,5.0,5.0,5.0,5.0,4.6,4.4,,f,$66.00,Fast,1.0,0.59,True,True,False
within an hour,100%,100%,f,Fenway–Kenmore,t,42.34971,-71.06718,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,365,33,1,4.68,4.79,4.81,4.88,4.89,4.69,4.58,STR-451333,f,$182.00,Fast,1.0,1.0,False,True,False
within a few hours,83%,97%,f,Mattapan,t,42.2718626,-71.08380195,Other,Entire home/apt,4,1.0,2.0,2.0,29,1125,16,0,4.77,4.82,4.79,4.79,4.9,4.65,4.74,STR-550554,f,$179.00,Fast,0.83,0.97,False,True,False
within an hour,100%,99%,t,Mission Hill,t,42.32845,-71.09435,Other,Entire home/apt,4,1.0,0.0,2.0,3,1125,28,2,4.87,4.93,4.95,4.93,4.82,4.66,4.82,str-446656,f,$169.00,Fast,1.0,0.99,True,True,False
within an hour,100%,100%,f,Dorchester,t,42.2796,-71.06876,Apartment,Entire home/apt,6,1.0,3.0,1.0,2,1125,0,0,4.83,4.83,4.96,4.96,4.91,4.5,4.8,STR-452491,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,99%,f,Allston,t,42.35075,-71.13473,Other,Private room,2,2.0,1.0,1.0,29,1125,7,0,4.41,4.7,4.3,4.84,4.65,4.95,4.59,Exempt: This listing is a unit that has contracts with hospitals,t,$75.00,Fast,1.0,0.99,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.32855,-71.09223,Other,Private room,1,1.0,1.0,1.0,30,1125,2,1,3.67,4.0,3.67,4.33,4.0,4.67,3.33,,f,$65.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.33036,-71.09353,Other,Private room,1,1.0,1.0,1.0,60,365,3,0,4.6,4.8,4.2,4.4,4.8,4.0,4.2,,f,$70.00,Fast,1.0,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33411,-71.10557,Other,Entire home/apt,2,1.0,1.0,2.0,2,60,45,3,4.63,4.69,4.82,4.94,4.87,4.7,4.45,STR-545176,f,$172.00,Fast,0.99,1.0,False,True,False
within an hour,100%,97%,t,Dorchester,t,42.28914,-71.07021,Other,Entire home/apt,4,1.0,1.0,2.0,2,365,21,4,4.96,5.0,4.94,4.96,5.0,4.78,4.86,STR-536216,f,$170.00,Fast,1.0,0.97,True,True,False
within an hour,100%,100%,t,Brighton,f,42.34446,-71.1492,House,Entire home/apt,7,2.0,4.0,4.0,4,90,72,6,4.86,4.83,4.77,4.97,4.94,4.92,4.79,STR-537737,t,$258.00,Fast,1.0,1.0,True,False,True
within a few hours,100%,95%,f,Roslindale,t,42.29125,-71.11996,Other,Private room,2,1.0,1.0,1.0,7,10,15,6,5.0,4.95,5.0,4.97,4.97,4.84,4.97,STR-465411,f,$105.00,Fast,1.0,0.95,False,True,False
within an hour,100%,100%,t,South End,t,42.34132004,-71.08044434,Apartment,Entire home/apt,6,2.5,2.0,3.0,2,1125,82,7,4.92,4.95,4.83,4.88,4.94,4.95,4.8,STR-494380,f,$608.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,f,Downtown,t,42.35395,-71.05996,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,180,29,1,4.62,4.69,4.64,4.66,4.82,4.72,4.53,STR-466814,f,$197.00,Fast,1.0,1.0,False,True,False
within an hour,100%,99%,f,South End,t,42.34286,-71.07921,Other,Entire home/apt,2,1.0,0.0,1.0,1,14,16,6,4.67,4.78,4.85,4.72,4.75,4.9,4.45,Exempt: This listing is a hotel or motel,t,$235.00,Fast,1.0,0.99,False,True,True
within an hour,100%,99%,f,South End,t,42.34153,-71.07868,Other,Entire home/apt,2,1.0,0.0,1.0,1,14,19,2,4.7,4.78,4.87,4.87,4.92,4.98,4.6,Exempt: This listing is a hotel or motel,t,$250.00,Fast,1.0,0.99,False,True,True
within an hour,97%,96%,f,Dorchester,t,42.30393,-71.07488,Other,Entire home/apt,3,1.0,3.0,1.0,30,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,0.97,0.96,False,True,False
within an hour,100%,100%,t,Dorchester,t,42.31609,-71.06669,Other,Private room,2,1.5,1.0,1.0,1,1125,53,5,4.93,4.95,4.98,4.94,4.95,4.67,4.77,STR-445535,f,$120.00,Fast,1.0,1.0,True,True,False
within an hour,99%,98%,f,Downtown,t,42.35478,-71.06326,Other,Entire home/apt,2,1.0,1.0,0.0,3,180,28,1,4.36,4.45,4.34,4.73,4.71,4.95,4.34,str-557160,f,$134.00,Fast,0.99,0.98,False,True,False
within an hour,100%,95%,f,Allston-Brighton,t,42.33963,-71.15732,Other,Entire home/apt,4,1.0,1.0,1.0,29,1125,2,0,5.0,4.75,5.0,5.0,5.0,4.75,4.75,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,1.0,0.95,False,True,False
within an hour,99%,93%,f,Brookline,t,42.33857,-71.15742,Other,Entire home/apt,4,1.0,1.0,1.0,29,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,0.99,0.93,False,True,False
within an hour,100%,99%,f,Boston Theater District,t,42.32798,-71.08992,Other,Private room,2,1.5,1.0,1.0,1,1125,6,0,4.51,4.69,4.46,4.38,4.51,4.31,4.31,STR-460218,f,$35.00,Fast,1.0,0.99,False,True,False
within an hour,100%,99%,f,Boston Theater District,t,42.3262,-71.08948,Other,Private room,2,1.5,1.0,1.0,1,1125,8,0,4.26,4.4,4.49,4.43,4.57,3.83,4.11,STR-460218,t,$35.00,Fast,1.0,0.99,False,True,True
within an hour,100%,99%,f,Boston Theater District,t,42.32625,-71.08853,Other,Private room,2,1.5,1.0,1.0,1,1125,0,0,4.36,4.68,4.59,4.73,4.64,4.41,4.18,STR-460218,t,$35.00,Fast,1.0,0.99,False,True,True
within an hour,100%,99%,f,Boston Theater District,t,42.3284,-71.08941,Other,Private room,2,1.5,1.0,1.0,1,1125,5,0,4.21,4.42,4.32,4.16,4.26,4.05,3.95,STR-460218,f,$35.00,Fast,1.0,0.99,False,True,False
within an hour,100%,93%,t,Dorchester,t,42.32251,-71.05736,Other,Private room,2,1.0,1.0,1.0,1,28,35,2,4.87,4.92,4.75,4.85,4.99,4.66,4.76,STR-455882,f,$83.00,Fast,1.0,0.93,True,True,False
within an hour,100%,100%,f,Fenway–Kenmore,t,42.35827,-71.05517,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,120,70,6,4.75,4.72,4.69,4.92,4.87,4.95,4.57,STR-424128,t,$212.00,Fast,1.0,1.0,False,True,True
within an hour,100%,93%,t,Dorchester,t,42.32272,-71.0554,Other,Private room,1,1.0,1.0,1.0,1,28,29,3,4.9,4.96,4.85,4.87,4.98,4.69,4.8,Exempt: This listing is a unit that has contracts with hospitals,f,$85.00,Fast,1.0,0.93,True,True,False
within an hour,100%,97%,t,Harvard Square,t,42.36033,-71.06717,Other,Entire home/apt,4,2.0,2.0,2.0,29,365,1,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,f,$100.00,Fast,1.0,0.97,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.28843,-71.06945,Other,Entire home/apt,6,1.0,3.0,3.0,1,730,56,2,4.9,4.92,4.83,4.95,4.94,4.37,4.76,STR-542719,f,$210.00,Fast,1.0,1.0,True,True,False
within an hour,100%,99%,f,South End,t,42.34276,-71.07928,Other,Entire home/apt,2,1.0,0.0,1.0,1,1000,16,0,4.7,4.79,4.81,4.82,4.7,4.91,4.52,Exempt: This listing is a hotel or motel,t,$240.00,Fast,1.0,0.99,False,True,True
within an hour,100%,100%,t,D Street / West Broadway,t,42.34057,-71.05512,Apartment,Entire home/apt,7,1.0,2.0,6.0,2,1125,40,8,4.85,4.88,4.87,4.95,4.98,4.8,4.75,Exempt: This listing is a unit used for furnished institutional or business stays,t,$350.00,Fast,1.0,1.0,True,True,True
within an hour,100%,96%,f,East Boston,t,42.2798,-71.1185,Apartment,Entire home/apt,6,1.0,3.0,3.0,29,1125,20,0,4.79,4.68,4.58,4.95,4.95,4.47,4.61,STR-419049,t,$208.00,Fast,1.0,0.96,False,True,True
within an hour,100%,98%,t,Jamaica Plain,t,42.31966,-71.10592,Other,Entire home/apt,2,1.0,1.0,0.0,2,6,35,4,4.83,4.9,4.97,4.83,5.0,4.86,4.76,STR-458400,t,$106.00,Fast,1.0,0.98,True,True,True
within an hour,100%,100%,f,Downtown,t,42.35437,-71.06206,Other,Entire home/apt,4,1.0,1.0,2.0,2,30,56,4,4.99,4.99,5.0,4.97,4.99,4.91,4.83,STR-516048,f,$251.00,Fast,1.0,1.0,False,True,False
within an hour,100%,96%,f,Charlestown,f,42.37761,-71.06649,House,Entire home/apt,5,1.5,2.0,3.0,2,27,13,6,5.0,4.92,4.92,4.92,5.0,4.92,5.0,STR-460031,t,$385.00,Fast,1.0,0.96,False,False,True
within a day,90%,31%,t,Fenway–Kenmore,t,42.34743,-71.10316,Other,Private room,2,1.0,1.0,1.0,30,90,5,0,4.29,4.43,4.57,4.57,4.29,4.71,4.14,Exempt: This listing is a unit used for furnished institutional or business stays,f,$97.00,Moderate,0.9,0.31,True,True,False
within an hour,100%,97%,t,Harvard Square,t,42.35899773,-71.06649402,Other,Entire home/apt,4,1.0,4.0,4.0,29,365,1,0,5.0,4.8,4.2,4.8,4.8,5.0,4.6,,f,$175.00,Fast,1.0,0.97,True,True,False
within an hour,100%,98%,t,Roxbury,t,42.3226,-71.09566,Other,Entire home/apt,6,1.0,3.0,3.0,2,27,52,4,4.76,4.82,4.67,4.92,4.77,4.53,4.68,STR-491852,t,$220.00,Fast,1.0,0.98,True,True,True
within an hour,100%,100%,t,Dorchester,t,42.31432105,-71.05916189,Other,Entire home/apt,4,1.0,1.0,1.0,1,89,49,5,4.91,4.92,4.98,4.88,4.98,4.77,4.77,STR-520772,t,$156.00,Fast,1.0,1.0,True,True,True
within an hour,100%,100%,t,Franklin Field South,t,42.28766,-71.08116,Other,Entire home/apt,4,1.0,2.0,2.0,2,365,12,0,4.81,4.74,4.91,4.84,4.94,4.44,4.74,Exempt: This listing is a unit used for furnished institutional or business stays,t,$196.00,Fast,1.0,1.0,True,True,True
within an hour,100%,98%,t,South End,f,42.34417,-71.07051,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,60,32,4,4.99,4.96,4.9,4.92,4.99,4.99,4.87,STR-460809,f,$204.00,Fast,1.0,0.98,True,False,False
within an hour,100%,63%,f,Beacon Hill,t,42.3563957,-71.0624542,Other,Entire home/apt,3,1.0,1.0,1.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,0.63,False,True,False
within an hour,100%,98%,f,Brewster,t,42.31821,-71.11344,Other,Entire home/apt,8,1.0,3.0,4.0,29,180,6,0,4.46,4.72,4.62,4.74,4.72,4.88,4.38,STR-459545,f,$260.00,Fast,1.0,0.98,False,True,False
within an hour,100%,93%,t,Dorchester,t,42.32244,-71.05711,Other,Private room,2,1.0,1.0,2.0,1,28,42,3,4.85,4.86,4.77,4.94,4.98,4.75,4.76,STR-455882,f,$83.00,Fast,1.0,0.93,True,True,False
within an hour,100%,99%,f,Boston Theater District,t,42.32781,-71.08983,Other,Private room,2,1.5,1.0,1.0,1,1125,0,0,4.65,4.78,4.65,4.57,4.43,4.35,4.61,STR-460218,f,$35.00,Fast,1.0,0.99,False,True,False
within an hour,100%,100%,f,Fenway–Kenmore,t,42.35567,-71.06129,Other,Entire home/apt,8,2.0,4.0,4.0,3,180,44,1,4.69,4.8,4.88,4.85,4.92,4.94,4.6,STR-460530,f,$627.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Fenway–Kenmore,t,42.35395,-71.06111,Other,Entire home/apt,8,2.0,4.0,4.0,3,180,61,3,4.77,4.8,4.83,4.84,4.93,4.9,4.57,STR-460529,f,$695.00,Fast,1.0,1.0,False,True,False
within an hour,100%,97%,t,East Boston,f,42.37737274,-71.03465271,Other,Entire home/apt,6,1.0,2.0,6.0,1,1125,40,6,4.9,4.85,4.95,4.98,5.0,4.75,4.73,STR-526923,f,$225.00,Fast,1.0,0.97,True,False,False
within an hour,100%,100%,f,North End,t,42.36841,-71.05425,Other,Entire home/apt,2,1.0,1.0,1.0,3,14,7,1,5.0,5.0,5.0,5.0,5.0,5.0,4.95,STR-460608,f,$368.00,Fast,1.0,1.0,False,True,False
within an hour,100%,95%,f,Jamaica Plain,t,42.318,-71.10839,Other,Private room,2,1.0,1.0,0.0,91,1125,0,0,5.0,4.67,5.0,5.0,5.0,5.0,4.67,,f,$54.00,Fast,1.0,0.95,False,True,False
within an hour,100%,100%,t,Bay Village,t,42.34813,-71.06964,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,1125,50,0,4.91,4.94,4.91,4.98,4.99,4.97,4.79,STR-459387,t,$35.00,Fast,1.0,1.0,True,True,True
within an hour,99%,100%,f,Mission Hill,t,42.33252,-71.10491,Other,Entire home/apt,2,1.0,0.0,1.0,2,60,34,1,4.66,4.7,4.68,4.98,4.89,4.75,4.44,Exempt: This listing is a hotel or motel,f,$157.00,Fast,0.99,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33405,-71.10546,Other,Entire home/apt,2,1.0,0.0,1.0,2,60,32,4,4.67,4.71,4.76,4.88,4.8,4.72,4.57,Exempt: This listing is a hotel or motel,f,$185.00,Fast,0.99,1.0,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.3338,-71.10709,Other,Entire home/apt,1,1.0,0.0,1.0,2,60,36,1,4.7,4.81,4.88,4.96,4.78,4.69,4.52,STR-545178,f,$151.00,Fast,0.99,1.0,False,True,False
within an hour,100%,100%,f,Downtown,t,42.35530608,-71.06086876,Other,Entire home/apt,8,2.0,4.0,4.0,1,1125,47,5,4.65,4.65,4.94,4.78,4.96,4.78,4.54,STR-466835,t,$517.00,Fast,1.0,1.0,False,True,True
within an hour,100%,99%,f,Boston Theater District,t,42.36109,-71.14516,Other,Private room,2,1.0,1.0,1.0,1,1125,10,0,4.68,4.78,4.7,4.54,4.57,4.57,4.57,STR-461419,t,$35.00,Fast,1.0,0.99,False,True,True
within an hour,100%,100%,f,Central City,t,42.31467,-71.05538,House,Entire home/apt,16,3.0,6.0,8.0,29,1125,29,0,4.73,4.66,4.67,4.93,4.82,4.46,4.52,STR-446901,t,"$1,053.00",Fast,1.0,1.0,False,True,True
within an hour,100%,100%,t,South End,t,42.34574127,-71.07116699,Apartment,Entire home/apt,6,2.5,3.0,3.0,1,365,57,0,4.87,4.91,4.87,4.93,4.93,4.93,4.75,STR-489009,t,$512.00,Fast,1.0,1.0,True,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.35087,-71.08365,Other,Private room,2,1.0,0.0,1.0,1,1125,60,3,4.76,4.79,4.85,4.73,4.76,4.94,4.61,LB-101745,t,$312.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34994,-71.08552,Other,Private room,2,1.0,0.0,1.0,1,1125,2,0,4.25,4.38,5.0,4.5,4.5,4.5,4.13,LB-101745,t,$428.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34993,-71.08579,Other,Private room,2,1.0,0.0,1.0,1,1125,3,0,3.0,3.0,5.0,4.0,3.75,5.0,2.5,LB-101745,t,$577.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34999,-71.08554,Other,Private room,2,1.0,0.0,1.0,1,1125,1,0,4.0,4.33,4.67,3.67,4.0,4.67,3.33,LB-101745,t,$307.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.35,-71.08573,Other,Private room,4,1.0,1.0,2.0,1,1125,12,0,4.79,4.76,4.76,4.82,4.79,4.94,4.56,LB-101745,t,$480.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34947,-71.08357,Other,Private room,2,1.0,0.0,1.0,1,1125,1,0,4.14,4.14,4.29,3.71,4.0,4.86,3.86,LB-101745,t,$319.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34935,-71.08364,Other,Private room,2,1.0,0.0,1.0,1,1125,5,0,4.86,4.86,5.0,4.57,4.71,5.0,4.71,LB-101745,t,$323.00,Fast,0.98,1.0,False,True,True
within an hour,100%,100%,f,Eagle Hill,f,42.38,-71.03206,Other,Entire home/apt,4,1.0,2.0,1.0,365,365,10,0,4.97,4.99,5.0,4.97,5.0,4.61,4.88,STR-470200,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,98%,f,Charlestown,t,42.375179,-71.048897,Other,Entire home/apt,5,2.0,2.0,3.0,4,729,30,4,4.97,4.96,4.94,4.97,5.0,4.97,4.91,STR-461756,t,$341.00,Fast,1.0,0.98,False,True,True
within an hour,100%,100%,f,Downtown,t,42.35575,-71.05828,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,180,30,1,4.73,4.77,4.75,4.77,4.9,4.85,4.57,STR-466813,f,$208.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Fenway–Kenmore,t,42.35532046,-71.06090927,Apartment,Entire home/apt,8,2.0,4.0,4.0,3,180,61,8,4.77,4.86,4.91,4.83,4.97,4.82,4.71,STR-461814,f,$611.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,City Point,t,42.33483,-71.02683,House,Entire home/apt,8,3.5,4.0,6.0,2,1125,11,3,4.98,4.93,4.98,5.0,4.98,4.91,4.86,STR-418682,f,"$1,052.00",Fast,1.0,1.0,True,True,False
within a few hours,100%,77%,t,South End,t,42.34173,-71.07639,Other,Private room,2,1.0,1.0,1.0,3,7,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-447997,f,$175.00,Fast,1.0,0.77,True,True,False
within an hour,100%,97%,f,East Boston,t,42.3777,-71.0358,Other,Private room,2,1.5,1.0,1.0,1,29,81,5,4.23,4.42,4.29,4.77,4.43,4.51,4.11,STR-445805,f,$92.00,Fast,1.0,0.97,False,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34794,-71.10164,Other,Entire home/apt,5,2.0,2.0,3.0,5,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$413.00,Fast,0.93,0.74,False,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34306,-71.10076,Other,Entire home/apt,5,2.0,2.0,3.0,29,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-466119,f,$654.00,Fast,0.93,0.74,False,True,False
within an hour,100%,97%,f,East Boston,t,42.3764,-71.03553,Other,Private room,2,1.5,1.0,1.0,1,28,58,5,4.43,4.59,4.55,4.79,4.56,4.63,4.33,STR-445805,f,$84.00,Fast,1.0,0.97,False,True,False
within an hour,100%,98%,f,Theater District,f,42.35296,-71.06342,Other,Entire home/apt,5,1.0,2.0,1.0,29,1125,39,0,4.39,4.42,4.41,4.72,4.66,4.86,4.28,Exempt: This listing is a unit that has contracts with hospitals,f,$330.00,Fast,1.0,0.98,False,False,False
within an hour,100%,96%,t,Beacon Hill,t,42.359943,-71.063461,Other,Entire home/apt,6,5.0,4.0,4.0,4,1125,15,2,5.0,5.0,5.0,5.0,5.0,5.0,4.86,STR-460986,f,$950.00,Fast,1.0,0.96,True,True,False
within an hour,100%,100%,t,Downtown,t,42.34997,-71.06523,Other,Entire home/apt,2,1.0,1.0,1.0,1,365,143,24,4.83,4.81,4.93,4.9,4.85,4.88,4.66,Exempt: This listing is a hotel or motel,t,$340.00,Fast,1.0,1.0,True,True,True
within a day,72%,93%,f,Dorchester,t,42.33848,-71.15228,Other,Entire home/apt,4,1.0,2.0,4.0,30,1125,1,1,4.0,4.0,4.0,4.25,4.0,5.0,3.75,,f,$135.00,Moderate,0.72,0.93,False,True,False
within an hour,100%,97%,t,Harvard Square,t,42.35851291,-71.06755095,Other,Entire home/apt,3,1.0,1.0,1.0,29,365,3,0,4.5,4.33,4.67,4.83,4.83,4.67,4.17,,f,$150.00,Fast,1.0,0.97,True,True,False
within an hour,100%,100%,f,Codman Square,f,42.280727,-71.074799,Other,Entire home/apt,4,1.0,2.0,1.0,29,1125,0,0,4.86,5.0,4.86,4.86,5.0,4.86,4.86,STR-520523,f,$35.00,Fast,1.0,1.0,False,False,False
